region_id,region_name,fault_distance_m,fault_intersects,geology_type_joined,soil_type_joined,groundwater_mean,slope_mean,weathering_joined,fault_score,geology_score,soil_score,groundwater_score,slope_score,weathering_score,active_weight_sum,final_risk_score,risk_grade,land_use_recommendation
G031_042,grid_G031_042,,False,,,-2.127586206896552,,,0,0,0.0,80.0,0,0,0.35,34.285714285714285,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G031_043,grid_G031_043,,False,,SM,-5.321875,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G031_044,grid_G031_044,,False,,SM,-1.2540298507462688,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G031_045,grid_G031_045,,False,,SR,-1.4638613861386138,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G031_046,grid_G031_046,,False,,CL,-0.9197183098591549,,,0,0,75.0,100.0,0,0,0.35,85.71428571428572,매우 높음,"대규모 개발 제한, 공원, 생태녹지, 방재시설 권장"
G031_047,grid_G031_047,,False,,SR,-1.4447727272727273,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G031_048,grid_G031_048,,False,,SM,-4.85049504950495,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G031_049,grid_G031_049,,False,,SM,-42.38304676753783,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G031_050,grid_G031_050,,False,,SM,-2.6666175195143107,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G031_051,grid_G031_051,,False,,CL,-230585.29234760054,,,0,0,75.0,10.0,0,0,0.35,47.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G031_052,grid_G031_052,,False,,SN,-14.693223684210526,,,0,0,50.0,10.0,0,0,0.35,32.85714285714286,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G031_053,grid_G031_053,,False,,SM,-42.897225832656375,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G031_054,grid_G031_054,,False,,SM,-339.19073280721534,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G031_055,grid_G031_055,,False,,SR,-2486.6064367816093,,,0,0,20.0,10.0,0,0,0.35,15.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G031_056,grid_G031_056,,False,,WR,-2450.1882664853842,,,0,0,35.0,10.0,0,0,0.35,24.28571428571429,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G032_021,grid_G032_021,,False,,SM,-0.5999999999999999,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_022,grid_G032_022,,False,,SM,-0.19473684210526315,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_023,grid_G032_023,,False,,SM,-2.260747663551402,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_024,grid_G032_024,,False,,SM,-1.7157894736842105,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_025,grid_G032_025,,False,,SM,-6.1863636363636365,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_026,grid_G032_026,,False,,SM,-3.442702702702703,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_027,grid_G032_027,,False,,SM,-2.35609756097561,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_028,grid_G032_028,,False,,SM,-1.8181235697940503,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_029,grid_G032_029,,False,,SM,-1.327027027027027,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_030,grid_G032_030,,False,,SM,-0.0319148936170213,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_031,grid_G032_031,,False,,SM,-6.970697674418605,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_032,grid_G032_032,,False,,SM:실트질 모래,-850.5911016949152,,,0,0,50.0,10.0,0,0,0.35,32.85714285714286,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G032_033,grid_G032_033,,False,,SM,-1967.663214285714,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G032_034,grid_G032_034,,False,,SM,-6.458333333333333,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_039,grid_G032_039,,False,,SM,-3.0621951219512193,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_040,grid_G032_040,,False,,GP,-1.7092024539877302,,,0,0,25.0,80.0,0,0,0.35,48.57142857142858,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_041,grid_G032_041,,False,,SM,-3.8866007905138336,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_042,grid_G032_042,,False,,SM,-2.0975308641975308,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_044,grid_G032_044,,False,,SM,0.7585365853658537,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_045,grid_G032_045,,False,,SM,-4.212643678160919,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_046,grid_G032_046,,False,,SM,-2.4355339805825245,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_047,grid_G032_047,,False,,GP,-2.623232323232323,,,0,0,25.0,80.0,0,0,0.35,48.57142857142858,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_048,grid_G032_048,,False,,CL,-2.3515151515151516,,,0,0,75.0,80.0,0,0,0.35,77.14285714285715,매우 높음,"대규모 개발 제한, 공원, 생태녹지, 방재시설 권장"
G032_049,grid_G032_049,,False,,SM,3.003425774877651,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_050,grid_G032_050,,False,,CL,-4.480055521283159,,,0,0,75.0,60.0,0,0,0.35,68.57142857142857,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G032_051,grid_G032_051,,False,,CL,2.9066801619433202,,,0,0,75.0,80.0,0,0,0.35,77.14285714285715,매우 높음,"대규모 개발 제한, 공원, 생태녹지, 방재시설 권장"
G032_052,grid_G032_052,,False,,SM,-3.752368896925859,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G032_053,grid_G032_053,,False,,SM,-27.82007951900698,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G032_054,grid_G032_054,,False,,SM,-1032.53315133276,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G032_055,grid_G032_055,,False,,SM,-199.68685429141718,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G032_056,grid_G032_056,,False,,SM,-680.7691850723534,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G032_057,grid_G032_057,,False,,SM,-2162.4168727272727,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_021,grid_G033_021,,False,,WR,-7.724,,,0,0,35.0,35.0,0,0,0.35,35.0,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_022,grid_G033_022,,False,,SM,-7.53469387755102,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_023,grid_G033_023,,False,,SM,-2.0,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_024,grid_G033_024,,False,,SM,-1.9962450592885377,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_025,grid_G033_025,,False,,SM,-4.663549060542798,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_026,grid_G033_026,,False,,SM,0.10362694300518131,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_027,grid_G033_027,,False,,SR,-0.3865196078431372,,,0,0,20.0,100.0,0,0,0.35,54.28571428571429,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_028,grid_G033_028,,False,,SR,-3.033333333333333,,,0,0,20.0,60.0,0,0,0.35,37.142857142857146,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_030,grid_G033_030,,False,,SM,-2.53574297188755,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_031,grid_G033_031,,False,,WR,-2.8715976331360946,,,0,0,35.0,80.0,0,0,0.35,54.28571428571429,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_032,grid_G033_032,,False,,SM,-4663.507457627118,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_033,grid_G033_033,,False,,SM,-387.76746871992304,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_034,grid_G033_034,,False,,SM,-1.6533333333333333,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_035,grid_G033_035,,False,,SM,-124.23725925925925,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_036,grid_G033_036,,False,,SM,-4.7660406885759,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_037,grid_G033_037,,False,,SM,-3.3043356643356643,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_039,grid_G033_039,,False,,SM,4.942367601246106,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_042,grid_G033_042,,False,,ET,-3.8194893617021277,,,0,0,50.0,60.0,0,0,0.35,54.28571428571429,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_043,grid_G033_043,,False,,GP,5.650000000000001,,,0,0,25.0,35.0,0,0,0.35,29.28571428571429,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G033_045,grid_G033_045,,False,,SM,-7.857272727272728,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_046,grid_G033_046,,False,,SM,1.852112676056338,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_047,grid_G033_047,,False,,SM,-4.86745283018868,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_048,grid_G033_048,,False,,CL,,,,0,0,75.0,0.0,0,0,0.35,42.85714285714286,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_049,grid_G033_049,,False,,SP,-0.47323943661971835,,,0,0,40.0,100.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_050,grid_G033_050,,False,,ML,3.461904761904762,,,0,0,65.0,60.0,0,0,0.35,62.85714285714286,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_051,grid_G033_051,,False,,SM,-1.0614035087719298,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_052,grid_G033_052,,False,,SM,-5.3353982300884955,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_053,grid_G033_053,,False,,SR,-5.46,,,0,0,20.0,35.0,0,0,0.35,26.42857142857143,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G033_054,grid_G033_054,,False,,GP,-1.0743902439024389,,,0,0,25.0,80.0,0,0,0.35,48.57142857142858,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G033_055,grid_G033_055,,False,,SM,-1865.6601,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_056,grid_G033_056,,False,,SM,-5015.729515050167,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G033_057,grid_G033_057,,False,,SM,0.08937007874015736,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G033_058,grid_G033_058,,False,,SR,-0.6607142857142857,,,0,0,20.0,100.0,0,0,0.35,54.28571428571429,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_021,grid_G034_021,,False,,SR,-9999.0,,,0,0,20.0,10.0,0,0,0.35,15.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_022,grid_G034_022,,False,,RS,10.28,,,0,0,50.0,10.0,0,0,0.35,32.85714285714286,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_024,grid_G034_024,,False,,SM,-2.5056338028169014,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_025,grid_G034_025,,False,,SR,-2.5597368421052633,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_026,grid_G034_026,,False,,SM,-1.798989898989899,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_027,grid_G034_027,,False,,SM,-3.160416666666667,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_028,grid_G034_028,,False,,SR,-3.2967426710097723,,,0,0,20.0,60.0,0,0,0.35,37.142857142857146,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_029,grid_G034_029,,False,,SM,-52.4391103202847,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_030,grid_G034_030,,False,,SM,-5.294474153297682,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_031,grid_G034_031,,False,,SM,0.13705882352941168,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_032,grid_G034_032,,False,,SM,-3086.8078267254036,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_033,grid_G034_033,,False,,SM,-1.6043956043956045,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_034,grid_G034_034,,False,,SR,-0.9851485148514851,,,0,0,20.0,100.0,0,0,0.35,54.28571428571429,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_035,grid_G034_035,,False,,SM,-5.7595121951219515,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_036,grid_G034_036,,False,,SM,-1.362251655629139,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_038,grid_G034_038,,False,,SM,-4.763414634146342,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_039,grid_G034_039,,False,,GP,-1.0184210526315791,,,0,0,25.0,80.0,0,0,0.35,48.57142857142858,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_040,grid_G034_040,,False,,GP,3.6551724137931036,,,0,0,25.0,60.0,0,0,0.35,40.0,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_043,grid_G034_043,,False,,SR,-6.325,,,0,0,20.0,35.0,0,0,0.35,26.42857142857143,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_044,grid_G034_044,,False,,SR,-4.214563106796117,,,0,0,20.0,60.0,0,0,0.35,37.142857142857146,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_045,grid_G034_045,,False,,CL,-4.5085470085470085,,,0,0,75.0,60.0,0,0,0.35,68.57142857142857,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_046,grid_G034_046,,False,,SR,-5.183636363636364,,,0,0,20.0,35.0,0,0,0.35,26.42857142857143,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_047,grid_G034_047,,False,,SR,-2.4232456140350878,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_048,grid_G034_048,,False,,SR,-7.528865979381443,,,0,0,20.0,35.0,0,0,0.35,26.42857142857143,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_049,grid_G034_049,,False,,HR,-9.876719576719577,,,0,0,10.0,35.0,0,0,0.35,20.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_050,grid_G034_050,,False,,SR,54.829077669902915,,,0,0,20.0,10.0,0,0,0.35,15.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_051,grid_G034_051,,False,,SW,0.0,,,0,0,35.0,100.0,0,0,0.35,62.85714285714286,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_052,grid_G034_052,,False,,SR,-3.909090909090909,,,0,0,20.0,60.0,0,0,0.35,37.142857142857146,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G034_053,grid_G034_053,,False,,GP,-55.51714285714286,,,0,0,25.0,10.0,0,0,0.35,18.571428571428573,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_054,grid_G034_054,,False,,GP,-2.3,,,0,0,25.0,80.0,0,0,0.35,48.57142857142858,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G034_055,grid_G034_055,,False,,SM,-0.7124663677130044,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G034_056,grid_G034_056,,False,,SR,-1348.847401725791,,,0,0,20.0,10.0,0,0,0.35,15.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_057,grid_G034_057,,False,,SR,-264.00883977900554,,,0,0,20.0,10.0,0,0,0.35,15.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G034_058,grid_G034_058,,False,,SM,-5041.488581157776,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_022,grid_G035_022,,False,,SM,,,,0,0,55.0,0.0,0,0,0.35,31.42857142857143,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_024,grid_G035_024,,False,,SM,-857.0055555555556,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_025,grid_G035_025,,False,,SM,-3.9992481203007517,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_026,grid_G035_026,,False,,SM,8.056596958174906,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_027,grid_G035_027,,False,,SM,-2.923667711598746,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G035_029,grid_G035_029,,False,,SR,0.0,,,0,0,20.0,100.0,0,0,0.35,54.28571428571429,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_030,grid_G035_030,,False,,SR,-2.7564814814814813,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_031,grid_G035_031,,False,,SM,-2.3,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G035_032,grid_G035_032,,False,,SM,-19352.263908045978,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_033,grid_G035_033,,False,,SM,35752.00707964601,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_034,grid_G035_034,,False,,SR,-2.4077844311377246,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_035,grid_G035_035,,False,,SM,-3.40625,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_036,grid_G035_036,,False,,SM,-2.698529411764706,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G035_037,grid_G035_037,,False,,SM,-44.7608506616257,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_038,grid_G035_038,,False,,SM,-0.46962025316455697,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G035_039,grid_G035_039,,False,,SM,-2.4560975609756097,,,0,0,55.0,80.0,0,0,0.35,65.71428571428572,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G035_040,grid_G035_040,,False,,SR,-12.573333333333332,,,0,0,20.0,10.0,0,0,0.35,15.714285714285715,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G035_041,grid_G035_041,,False,,SM,-7.602181818181818,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_042,grid_G035_042,,False,,SM,-5.998477157360407,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_043,grid_G035_043,,False,,SR,-6.926139817629179,,,0,0,20.0,35.0,0,0,0.35,26.42857142857143,낮음,"초고층 건물, 대규모 공공시설, 주거단지, 산업단지 가능"
G035_044,grid_G035_044,,False,,SM,-14.317365269461078,,,0,0,55.0,10.0,0,0,0.35,35.714285714285715,약간 낮음,"일반 주거지, 학교, 중소형 공공시설 가능"
G035_045,grid_G035_045,,False,,SM,-8.659971428571428,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_046,grid_G035_046,,False,,SM,0.8000000000000002,,,0,0,55.0,100.0,0,0,0.35,74.28571428571429,높음,"저층 건물, 공원, 녹지, 완충지대 권장. 개발 전 정밀 조사 필요"
G035_047,grid_G035_047,,False,,SR,-1.3394495412844036,,,0,0,20.0,80.0,0,0,0.35,45.714285714285715,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_048,grid_G035_048,,False,,SM,-3.3542857142857145,,,0,0,55.0,60.0,0,0,0.35,57.142857142857146,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
G035_049,grid_G035_049,,False,,SM,-9.114509803921568,,,0,0,55.0,35.0,0,0,0.35,46.42857142857143,보통,"중저층 건물, 생활 SOC, 일반 공원 가능. 상세 지반조사 권장"
